TEAM HIT: Apr 15 14:23:16 {players = {1 = {name  = "gamerbwoi", ucid = "865991b143d0b5b733fdb64c9df03396", ip = "84.64.218.117:65236", id = 22}1 = {name = Unpacked M 818 #41 with S-8KOM
TEAM HIT: Apr 15 15:17:07 {players = {1 = {name  = "Demir", ucid = "e9587ad16d04904fdd22d8eac6094fc8", ip = "178.241.12.56:20807", id = 26}1 = {name = 07_BLUE_UNITS_JIRAH#001-03 with AGM-65D
TEAM KILL: Apr 15 15:17:07 {players = {1 = {name  = "Demir", ucid = "e9587ad16d04904fdd22d8eac6094fc8", ip = "nil", id = 26}1 = {name = 07_BLUE_UNITS_JIRAH#001-03 with AGM-65D
CHAT: Apr 15 15:17:07 {name  = "Arth", ucid = "c2834aec2b251e9d1de02a3cb3049893", ip = "88.127.179.1:32282", id = 2} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "NoOneCare", ucid = "e0744e534ca776b095eff8361ea67c70", ip = "178.251.110.58:51025", id = 3} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Ellie_Williams", ucid = "a2d16dae504d9fefaae273f375ae838c", ip = "101.184.170.87:50870", id = 4} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Droopy", ucid = "6652d2f6dc9cdb3caf4e7c6e301b30cd", ip = "128.78.176.125:56482", id = 5} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "gamerbwoi", ucid = "865991b143d0b5b733fdb64c9df03396", ip = "84.64.218.117:49387", id = 6} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Redstar", ucid = "d4841004f76fecba119d4b72d5b0dd44", ip = "82.38.219.171:51367", id = 7} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Buffalo", ucid = "d858c5678952777083dd03357de829c6", ip = "178.27.138.81:61025", id = 8} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Blind Eagle", ucid = "bcaa762f2a620324d24052171ed909df", ip = "37.5.252.231:56300", id = 9} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "General ButtNaked", ucid = "e700d06c4683bc55100cec9a23386fb9", ip = "84.28.82.2:51326", id = 10} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Spirit", ucid = "9ea112ae5bcbe178ab120101cc1f3a35", ip = "62.194.1.136:59235", id = 11} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "ken9nos", ucid = "a8cb06c18c3e420b73cbe50cbb07cc20", ip = "115.179.83.154:55108", id = 12} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "NovaSyd", ucid = "698bb52b423bad6a542213a025b7a1fd", ip = "213.189.172.150:51543", id = 13} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Tali", ucid = "2eb19cbdeda892415cb5ab2049b20a90", ip = "47.254.128.11:64816", id = 14} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Strifing", ucid = "6a633d6ae460f715cf07d8ccde4ac4fb", ip = "147.12.165.70:50253", id = 15} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "ButcherLeader", ucid = "c1d06a52a7ae5f3dc90d8a557218668d", ip = "176.118.168.7:59563", id = 16} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "LF-ICAT", ucid = "601092b64118bda46a71c1bd515c92a1", ip = "88.13.178.44:50709", id = 17} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Aaron", ucid = "4bd4e0dde22d55d2f260cdad013060a0", ip = "109.192.195.198:5001", id = 18} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "SimonIrish", ucid = "a350af53facd91f34c1e8e75c9db38d4", ip = "82.23.235.4:50726", id = 19} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Taureau 1-1 | Shepherd", ucid = "af25cc67b9d941db2446177144bdd9cb", ip = "88.165.43.61:7252", id = 20} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Boul's", ucid = "1222f52938b31a0729bb33e3f07ebb90", ip = "109.217.54.19:52218", id = 21} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Lightning 1-1 | Hethdor", ucid = "e08ce6ce9767c0234cbcc4fb4e7922ca", ip = "188.210.58.151:10970", id = 22} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "LAXGUNNER", ucid = "ffea225b542cce4d557cb605d17205eb", ip = "68.33.191.226:54090", id = 24} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Weasel 5-1", ucid = "bd4f06b920c894e764ea5ddc52613d33", ip = "84.74.57.218:51212", id = 25} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Demir", ucid = "e9587ad16d04904fdd22d8eac6094fc8", ip = "178.241.12.56:20807", id = 26} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Feesh", ucid = "044b1125c14dd543f4f1ffbac2c7b233", ip = "94.69.176.116:50308", id = 28} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Emkai 1-1 | stresel", ucid = "12fd3966af2e14324694ff74b76a264f", ip = "89.12.228.114:58909", id = 29} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Chouffe | 8th-Syl58", ucid = "a1f149e79ca2c5e876567ba7ec6d64c2", ip = "5.51.41.114:52408", id = 30} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "ToKeN*", ucid = "8fc452671f121bd0657f6f63fa78a97d", ip = "184.103.59.197:54349", id = 32} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Tucano", ucid = "84c6e1128e8b69e21be83e7695da4a56", ip = "91.160.175.153:31308", id = 33} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "VMFA-314 | Knight 1-1", ucid = "616d9a82b7c0c08ba4368f9b846e4dc1", ip = "87.167.218.135:62785", id = 34} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Daffy", ucid = "d9a7e23984fa411393175c04351f24ef", ip = "176.173.179.48:54415", id = 35} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Great AgQc", ucid = "325a727a598c86a8377df238ae59b18c", ip = "135.19.197.41:51814", id = 36} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Mardrel", ucid = "65b2fc19a0bf5cc908511ebd8e472542", ip = "67.162.234.246:58123", id = 37} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Akub Goldberg", ucid = "838ae6eedad70700ffe51a3e81290a2e", ip = "91.3.147.183:58768", id = 38} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:07 {name  = "Dumbass", ucid = "9f9d6a9bc8fc5ba0bbe30ddf538be791", ip = "194.9.238.2:51037", id = 39} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
TEAM HIT: Apr 15 15:17:08 {players = {1 = {name  = "Demir", ucid = "e9587ad16d04904fdd22d8eac6094fc8", ip = "178.241.12.56:20807", id = 26}1 = {name = 07_BLUE_UNITS_JIRAH#001-07 with AGM-65D
TEAM KILL: Apr 15 15:17:08 {players = {1 = {name  = "Demir", ucid = "e9587ad16d04904fdd22d8eac6094fc8", ip = "nil", id = 26}1 = {name = 07_BLUE_UNITS_JIRAH#001-07 with AGM-65D
CHAT: Apr 15 15:17:08 {name  = "Arth", ucid = "c2834aec2b251e9d1de02a3cb3049893", ip = "88.127.179.1:32282", id = 2} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "NoOneCare", ucid = "e0744e534ca776b095eff8361ea67c70", ip = "178.251.110.58:51025", id = 3} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Ellie_Williams", ucid = "a2d16dae504d9fefaae273f375ae838c", ip = "101.184.170.87:50870", id = 4} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Droopy", ucid = "6652d2f6dc9cdb3caf4e7c6e301b30cd", ip = "128.78.176.125:56482", id = 5} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "gamerbwoi", ucid = "865991b143d0b5b733fdb64c9df03396", ip = "84.64.218.117:49387", id = 6} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Redstar", ucid = "d4841004f76fecba119d4b72d5b0dd44", ip = "82.38.219.171:51367", id = 7} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Buffalo", ucid = "d858c5678952777083dd03357de829c6", ip = "178.27.138.81:61025", id = 8} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Blind Eagle", ucid = "bcaa762f2a620324d24052171ed909df", ip = "37.5.252.231:56300", id = 9} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "General ButtNaked", ucid = "e700d06c4683bc55100cec9a23386fb9", ip = "84.28.82.2:51326", id = 10} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Spirit", ucid = "9ea112ae5bcbe178ab120101cc1f3a35", ip = "62.194.1.136:59235", id = 11} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "ken9nos", ucid = "a8cb06c18c3e420b73cbe50cbb07cc20", ip = "115.179.83.154:55108", id = 12} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "NovaSyd", ucid = "698bb52b423bad6a542213a025b7a1fd", ip = "213.189.172.150:51543", id = 13} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Tali", ucid = "2eb19cbdeda892415cb5ab2049b20a90", ip = "47.254.128.11:64816", id = 14} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Strifing", ucid = "6a633d6ae460f715cf07d8ccde4ac4fb", ip = "147.12.165.70:50253", id = 15} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "ButcherLeader", ucid = "c1d06a52a7ae5f3dc90d8a557218668d", ip = "176.118.168.7:59563", id = 16} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "LF-ICAT", ucid = "601092b64118bda46a71c1bd515c92a1", ip = "88.13.178.44:50709", id = 17} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Aaron", ucid = "4bd4e0dde22d55d2f260cdad013060a0", ip = "109.192.195.198:5001", id = 18} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "SimonIrish", ucid = "a350af53facd91f34c1e8e75c9db38d4", ip = "82.23.235.4:50726", id = 19} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Taureau 1-1 | Shepherd", ucid = "af25cc67b9d941db2446177144bdd9cb", ip = "88.165.43.61:7252", id = 20} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Boul's", ucid = "1222f52938b31a0729bb33e3f07ebb90", ip = "109.217.54.19:52218", id = 21} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Lightning 1-1 | Hethdor", ucid = "e08ce6ce9767c0234cbcc4fb4e7922ca", ip = "188.210.58.151:10970", id = 22} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "LAXGUNNER", ucid = "ffea225b542cce4d557cb605d17205eb", ip = "68.33.191.226:54090", id = 24} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Weasel 5-1", ucid = "bd4f06b920c894e764ea5ddc52613d33", ip = "84.74.57.218:51212", id = 25} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Demir", ucid = "e9587ad16d04904fdd22d8eac6094fc8", ip = "178.241.12.56:20807", id = 26} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Feesh", ucid = "044b1125c14dd543f4f1ffbac2c7b233", ip = "94.69.176.116:50308", id = 28} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Emkai 1-1 | stresel", ucid = "12fd3966af2e14324694ff74b76a264f", ip = "89.12.228.114:58909", id = 29} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Chouffe | 8th-Syl58", ucid = "a1f149e79ca2c5e876567ba7ec6d64c2", ip = "5.51.41.114:52408", id = 30} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "ToKeN*", ucid = "8fc452671f121bd0657f6f63fa78a97d", ip = "184.103.59.197:54349", id = 32} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Tucano", ucid = "84c6e1128e8b69e21be83e7695da4a56", ip = "91.160.175.153:31308", id = 33} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "VMFA-314 | Knight 1-1", ucid = "616d9a82b7c0c08ba4368f9b846e4dc1", ip = "87.167.218.135:62785", id = 34} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Daffy", ucid = "d9a7e23984fa411393175c04351f24ef", ip = "176.173.179.48:54415", id = 35} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Great AgQc", ucid = "325a727a598c86a8377df238ae59b18c", ip = "135.19.197.41:51814", id = 36} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Mardrel", ucid = "65b2fc19a0bf5cc908511ebd8e472542", ip = "67.162.234.246:58123", id = 37} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Akub Goldberg", ucid = "838ae6eedad70700ffe51a3e81290a2e", ip = "91.3.147.183:58768", id = 38} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:17:08 {name  = "Dumbass", ucid = "9f9d6a9bc8fc5ba0bbe30ddf538be791", ip = "194.9.238.2:51037", id = 39} said "SLMOD INFO: Player "Demir" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:19:59 {name  = "gamerbwoi", ucid = "865991b143d0b5b733fdb64c9df03396", ip = "84.64.218.117:49387", id = 6} said "Shepherd i took care of the SA6 in my mi8, all you gotta do is kill the avenger" to all
CHAT: Apr 15 15:20:20 {name  = "Taureau 1-1 | Shepherd", ucid = "af25cc67b9d941db2446177144bdd9cb", ip = "88.165.43.61:7252", id = 20} said "Ok" to all
CHAT: Apr 15 15:20:53 {name  = "Taureau 1-1 | Shepherd", ucid = "af25cc67b9d941db2446177144bdd9cb", ip = "88.165.43.61:7252", id = 20} said "I am a noob so it may take some time :)" to all
CHAT: Apr 15 15:21:26 {name  = "gamerbwoi", ucid = "865991b143d0b5b733fdb64c9df03396", ip = "84.64.218.117:49387", id = 6} said "sure thing, you got this" to all
CHAT: Apr 15 15:23:45 {name  = "gamerbwoi", ucid = "865991b143d0b5b733fdb64c9df03396", ip = "84.64.218.117:49387", id = 6} said "Daffy turn on your rwr" to all
CHAT: Apr 15 15:35:59 {name  = "gamerbwoi", ucid = "865991b143d0b5b733fdb64c9df03396", ip = "84.64.218.117:49387", id = 6} said "shepherd, im taking out the sams" to all
CHAT: Apr 15 15:36:10 {name  = "gamerbwoi", ucid = "865991b143d0b5b733fdb64c9df03396", ip = "84.64.218.117:49387", id = 6} said "rest are yours" to all
TEAM HIT: Apr 15 15:36:18 {players = {1 = {name  = "LF-ICAT", ucid = "601092b64118bda46a71c1bd515c92a1", ip = "88.13.178.44:50709", id = 17}1 = {name = Unpacked M-109 #30 with Vikhr M
TEAM KILL: Apr 15 15:36:18 {players = {1 = {name  = "LF-ICAT", ucid = "601092b64118bda46a71c1bd515c92a1", ip = "nil", id = 17}1 = {name = Unpacked M-109 #30 with Vikhr M
TEAM HIT: Apr 15 15:36:35 {players = {1 = {name  = "LF-ICAT", ucid = "601092b64118bda46a71c1bd515c92a1", ip = "88.13.178.44:50709", id = 17}1 = {name = Unpacked Ural-375 ZU-23 #14 with 2A42
TEAM HIT: Apr 15 15:36:56 {players = {1 = {name  = "LF-ICAT", ucid = "601092b64118bda46a71c1bd515c92a1", ip = "88.13.178.44:50709", id = 17}1 = {name = Unpacked Strela-1 9P31 #20 with Vikhr M
TEAM KILL: Apr 15 15:36:56 {players = {1 = {name  = "LF-ICAT", ucid = "601092b64118bda46a71c1bd515c92a1", ip = "nil", id = 17}1 = {name = Unpacked Strela-1 9P31 #20 with Vikhr M
TEAM HIT: Apr 15 15:38:09 {players = {1 = {name  = "LF-ICAT", ucid = "601092b64118bda46a71c1bd515c92a1", ip = "88.13.178.44:50709", id = 17}1 = {name = Dropped Stinger manpad #4 with Vikhr M
TEAM HIT: Apr 15 15:38:09 {players = {1 = {name  = "LF-ICAT", ucid = "601092b64118bda46a71c1bd515c92a1", ip = "88.13.178.44:50709", id = 17}1 = {name = Dropped Stinger manpad #5 with Vikhr M
TEAM HIT: Apr 15 15:38:09 {players = {1 = {name  = "LF-ICAT", ucid = "601092b64118bda46a71c1bd515c92a1", ip = "88.13.178.44:50709", id = 17}1 = {name = Dropped Stinger manpad #3 with Vikhr M
TEAM KILL: Apr 15 15:38:26 {players = {1 = {name  = "LF-ICAT", ucid = "601092b64118bda46a71c1bd515c92a1", ip = "nil", id = 17}1 = {name = Unpacked Ural-375 ZU-23 #14 with 2A42
CHAT: Apr 15 15:38:26 {name  = "Arth", ucid = "c2834aec2b251e9d1de02a3cb3049893", ip = "88.127.179.1:32282", id = 2} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Tesco Extra 1-1 DrChaos", ucid = "d2aa0b645b47faf9a54aa91d82ad2ea6", ip = "82.132.234.0:63427", id = 3} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Ellie_Williams", ucid = "a2d16dae504d9fefaae273f375ae838c", ip = "101.184.170.87:50870", id = 4} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Droopy", ucid = "6652d2f6dc9cdb3caf4e7c6e301b30cd", ip = "128.78.176.125:56482", id = 5} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "gamerbwoi", ucid = "865991b143d0b5b733fdb64c9df03396", ip = "84.64.218.117:49387", id = 6} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "[VFA-1] Bingo", ucid = "944b03fd8889a16508ef5e362f3b8121", ip = "90.36.71.163:64233", id = 7} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Buffalo", ucid = "d858c5678952777083dd03357de829c6", ip = "178.27.138.81:61025", id = 8} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Blind Eagle", ucid = "bcaa762f2a620324d24052171ed909df", ip = "37.5.252.231:56300", id = 9} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Blackboard 1-1| LEI-JX", ucid = "4e25109bb6e65dc3a628e4e6795147d3", ip = "138.75.39.101:60537", id = 10} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Redstar", ucid = "d4841004f76fecba119d4b72d5b0dd44", ip = "82.38.219.171:51535", id = 11} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "[NOSIG] Jeffsy", ucid = "0ef0549ad7189327b6df1c09008b2b8e", ip = "213.238.205.224:52722", id = 12} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "NovaSyd", ucid = "698bb52b423bad6a542213a025b7a1fd", ip = "213.189.172.150:51543", id = 13} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Tali", ucid = "2eb19cbdeda892415cb5ab2049b20a90", ip = "47.254.128.11:64816", id = 14} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Strifing", ucid = "6a633d6ae460f715cf07d8ccde4ac4fb", ip = "147.12.165.70:50253", id = 15} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "LF-ICAT", ucid = "601092b64118bda46a71c1bd515c92a1", ip = "88.13.178.44:50709", id = 17} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Aaron", ucid = "4bd4e0dde22d55d2f260cdad013060a0", ip = "109.192.195.198:5001", id = 18} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "SimonIrish", ucid = "a350af53facd91f34c1e8e75c9db38d4", ip = "82.23.235.4:50726", id = 19} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Taureau 1-1 | Shepherd", ucid = "af25cc67b9d941db2446177144bdd9cb", ip = "88.165.43.61:7252", id = 20} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
CHAT: Apr 15 15:38:26 {name  = "Boul's", ucid = "1222f52938b31a0729bb33e3f07ebb90", ip = "109.217.54.19:52218", id = 21} said "SLMOD INFO: Player "LF-ICAT" is getting autokicked back to spectator" to all
