CHAT: May 26 15:33:22 {name  = "Captain Poonslay", ucid = "e100b1b187882be1c97f756442769b66", ip = "69.130.247.5:51830", id = 16} said "LMAOOOO IM DRIFTIN LIKE A MADMAN BRUH" to all
CHAT: May 26 16:42:05 {name  = "[FD] Regio", ucid = "d7f351f5ed08c79fffeb19d5cba11044", ip = "151.61.59.221:52789", id = 9} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "Struger" to spectators." to all
CHAT: May 26 16:42:05 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "91.219.215.105:50344", id = 10} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "Struger" to spectators." to all
CHAT: May 26 16:42:05 {name  = "Ripper 1-1 | Silent253", ucid = "9f354f98dc569dc16fe29ca25c2be620", ip = "80.208.215.134:56972", id = 11} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "Struger" to spectators." to all
CHAT: May 26 16:42:05 {name  = "232| {527th} Mucho", ucid = "b88d5f91116e6da66c6167da64b2136d", ip = "93.45.91.181:10165", id = 12} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "Struger" to spectators." to all
CHAT: May 26 16:42:05 {name  = "Deee", ucid = "345c1873e28a5b8d9ef0ffb39ce0886f", ip = "81.141.21.51:52278", id = 13} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "Struger" to spectators." to all
CHAT: May 26 16:42:05 {name  = "VIPER 1-1", ucid = "6cf50457b8ca83d90628a295a1d4e55b", ip = "2.15.200.40:49975", id = 14} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "Struger" to spectators." to all
CHAT: May 26 16:42:05 {name  = "NejmteX", ucid = "4d089800d5dcc8f4d177d28d90cadcb6", ip = "89.103.194.105:60237", id = 15} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "Struger" to spectators." to all
CHAT: May 26 16:42:05 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "152.36.193.196:60140", id = 16} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "Struger" to spectators." to all
CHAT: May 26 16:42:05 {name  = "Feniks_05", ucid = "8eabc4ea37397fafc0c32c68e8b10364", ip = "79.25.246.225:65490", id = 17} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "Struger" to spectators." to all
CHAT: May 26 16:42:05 {name  = "", ucid = "b38bd9aa9999edc5c80bfb4d9f9c9fdc", ip = "5.165.41.118:50112", id = 18} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "Struger" to spectators." to all
CHAT: May 26 16:42:05 {name  = "india 1-1", ucid = "a4ca815fd2bfa2933a955f5002bc27ba", ip = "150.242.172.96:31477", id = 19} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "Struger" to spectators." to all
CHAT: May 26 16:42:05 {name  = "Struger", ucid = "ee180fcf62694aee2422d4c2541f901b", ip = "83.25.174.173:51417", id = 20} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "Struger" to spectators." to all
CHAT: May 26 16:42:05 {name  = "bonuskaart", ucid = "25bb30882f02946ee0fbdcc62e4912a4", ip = "83.86.11.209:55493", id = 21} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "Struger" to spectators." to all
CHAT: May 26 16:42:05 {name  = "Cheeta 1-1 | Azzy", ucid = "78105aa0a3746aca9f8f7d01bb978b7f", ip = "37.98.230.131:45089", id = 22} said "Slmod: server admin "[115AGR✡]Calgon" kicked player "Struger" to spectators." to all
CHAT: May 26 16:42:57 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "-admin alert Landings take priority do not take active untill the runway is clear to avoid colli
sio" to all (output suppressed by Slmod)
CHAT: May 26 16:42:58 {name  = "kitar", ucid = "be1b51b384316eaf0039d2f3d47e7cde", ip = "91.60.65.156:58432", id = 2} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "McDave", ucid = "55ab2f22077de3667ca555cbb8ad1fb2", ip = "46.128.33.28:51997", id = 3} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "Zero_A6M2", ucid = "9283a5bec5cc8bd514d8bbca6ea17e1d", ip = "95.223.77.18:65278", id = 4} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "Akiro", ucid = "c6ffe5b6e68d45b99d673f7b227289e7", ip = "5.136.238.227:50701", id = 6} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "Unlucky", ucid = "35d371111b2d1bf7454299469bb88562", ip = "81.223.10.162:52270", id = 7} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "Bob_SaintClar", ucid = "7f0350b6cf0a5b172ab2015268106ce1", ip = "90.90.177.236:52624", id = 8} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "[FD] Regio", ucid = "d7f351f5ed08c79fffeb19d5cba11044", ip = "151.61.59.221:52789", id = 9} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "91.219.215.105:50344", id = 10} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "Ripper 1-1 | Silent253", ucid = "9f354f98dc569dc16fe29ca25c2be620", ip = "80.208.215.134:56972", id = 11} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "232| {527th} Mucho", ucid = "b88d5f91116e6da66c6167da64b2136d", ip = "93.45.91.181:10165", id = 12} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "Deee", ucid = "345c1873e28a5b8d9ef0ffb39ce0886f", ip = "81.141.21.51:52278", id = 13} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "VIPER 1-1", ucid = "6cf50457b8ca83d90628a295a1d4e55b", ip = "2.15.200.40:49975", id = 14} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "NejmteX", ucid = "4d089800d5dcc8f4d177d28d90cadcb6", ip = "89.103.194.105:60237", id = 15} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "152.36.193.196:60140", id = 16} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "Feniks_05", ucid = "8eabc4ea37397fafc0c32c68e8b10364", ip = "79.25.246.225:65490", id = 17} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "", ucid = "b38bd9aa9999edc5c80bfb4d9f9c9fdc", ip = "5.165.41.118:50112", id = 18} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "india 1-1", ucid = "a4ca815fd2bfa2933a955f5002bc27ba", ip = "150.242.172.96:31477", id = 19} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "Struger", ucid = "ee180fcf62694aee2422d4c2541f901b", ip = "83.25.174.173:51417", id = 20} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "bonuskaart", ucid = "25bb30882f02946ee0fbdcc62e4912a4", ip = "83.86.11.209:55493", id = 21} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "Cheeta 1-1 | Azzy", ucid = "78105aa0a3746aca9f8f7d01bb978b7f", ip = "37.98.230.131:45089", id = 22} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:42:58 {name  = "505 | {527th} Wender", ucid = "6513f6874502e950c7594e51f5bafadf", ip = "95.250.172.132:59556", id = 23} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:43:00 {name  = "kitar", ucid = "be1b51b384316eaf0039d2f3d47e7cde", ip = "91.60.65.156:58432", id = 2} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "McDave", ucid = "55ab2f22077de3667ca555cbb8ad1fb2", ip = "46.128.33.28:51997", id = 3} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "Zero_A6M2", ucid = "9283a5bec5cc8bd514d8bbca6ea17e1d", ip = "95.223.77.18:65278", id = 4} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "Akiro", ucid = "c6ffe5b6e68d45b99d673f7b227289e7", ip = "5.136.238.227:50701", id = 6} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "Unlucky", ucid = "35d371111b2d1bf7454299469bb88562", ip = "81.223.10.162:52270", id = 7} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "Bob_SaintClar", ucid = "7f0350b6cf0a5b172ab2015268106ce1", ip = "90.90.177.236:52624", id = 8} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "[FD] Regio", ucid = "d7f351f5ed08c79fffeb19d5cba11044", ip = "151.61.59.221:52789", id = 9} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "91.219.215.105:50344", id = 10} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "Ripper 1-1 | Silent253", ucid = "9f354f98dc569dc16fe29ca25c2be620", ip = "80.208.215.134:56972", id = 11} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "232| {527th} Mucho", ucid = "b88d5f91116e6da66c6167da64b2136d", ip = "93.45.91.181:10165", id = 12} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "Deee", ucid = "345c1873e28a5b8d9ef0ffb39ce0886f", ip = "81.141.21.51:52278", id = 13} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "VIPER 1-1", ucid = "6cf50457b8ca83d90628a295a1d4e55b", ip = "2.15.200.40:49975", id = 14} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "NejmteX", ucid = "4d089800d5dcc8f4d177d28d90cadcb6", ip = "89.103.194.105:60237", id = 15} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "152.36.193.196:60140", id = 16} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "Feniks_05", ucid = "8eabc4ea37397fafc0c32c68e8b10364", ip = "79.25.246.225:65490", id = 17} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "", ucid = "b38bd9aa9999edc5c80bfb4d9f9c9fdc", ip = "5.165.41.118:50112", id = 18} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "india 1-1", ucid = "a4ca815fd2bfa2933a955f5002bc27ba", ip = "150.242.172.96:31477", id = 19} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "Struger", ucid = "ee180fcf62694aee2422d4c2541f901b", ip = "83.25.174.173:51417", id = 20} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "bonuskaart", ucid = "25bb30882f02946ee0fbdcc62e4912a4", ip = "83.86.11.209:55493", id = 21} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "Cheeta 1-1 | Azzy", ucid = "78105aa0a3746aca9f8f7d01bb978b7f", ip = "37.98.230.131:45089", id = 22} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:00 {name  = "505 | {527th} Wender", ucid = "6513f6874502e950c7594e51f5bafadf", ip = "95.250.172.132:59556", id = 23} said "Landings take priority do not take active untill the runway is clear to avoid colli" to all
CHAT: May 26 16:43:01 {name  = "kitar", ucid = "be1b51b384316eaf0039d2f3d47e7cde", ip = "91.60.65.156:58432", id = 2} said "sio" to all
CHAT: May 26 16:43:01 {name  = "McDave", ucid = "55ab2f22077de3667ca555cbb8ad1fb2", ip = "46.128.33.28:51997", id = 3} said "sio" to all
CHAT: May 26 16:43:01 {name  = "Zero_A6M2", ucid = "9283a5bec5cc8bd514d8bbca6ea17e1d", ip = "95.223.77.18:65278", id = 4} said "sio" to all
CHAT: May 26 16:43:01 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "sio" to all
CHAT: May 26 16:43:01 {name  = "Akiro", ucid = "c6ffe5b6e68d45b99d673f7b227289e7", ip = "5.136.238.227:50701", id = 6} said "sio" to all
CHAT: May 26 16:43:01 {name  = "Unlucky", ucid = "35d371111b2d1bf7454299469bb88562", ip = "81.223.10.162:52270", id = 7} said "sio" to all
CHAT: May 26 16:43:01 {name  = "Bob_SaintClar", ucid = "7f0350b6cf0a5b172ab2015268106ce1", ip = "90.90.177.236:52624", id = 8} said "sio" to all
CHAT: May 26 16:43:01 {name  = "[FD] Regio", ucid = "d7f351f5ed08c79fffeb19d5cba11044", ip = "151.61.59.221:52789", id = 9} said "sio" to all
CHAT: May 26 16:43:01 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "91.219.215.105:50344", id = 10} said "sio" to all
CHAT: May 26 16:43:01 {name  = "Ripper 1-1 | Silent253", ucid = "9f354f98dc569dc16fe29ca25c2be620", ip = "80.208.215.134:56972", id = 11} said "sio" to all
CHAT: May 26 16:43:01 {name  = "232| {527th} Mucho", ucid = "b88d5f91116e6da66c6167da64b2136d", ip = "93.45.91.181:10165", id = 12} said "sio" to all
CHAT: May 26 16:43:01 {name  = "Deee", ucid = "345c1873e28a5b8d9ef0ffb39ce0886f", ip = "81.141.21.51:52278", id = 13} said "sio" to all
CHAT: May 26 16:43:01 {name  = "VIPER 1-1", ucid = "6cf50457b8ca83d90628a295a1d4e55b", ip = "2.15.200.40:49975", id = 14} said "sio" to all
CHAT: May 26 16:43:01 {name  = "NejmteX", ucid = "4d089800d5dcc8f4d177d28d90cadcb6", ip = "89.103.194.105:60237", id = 15} said "sio" to all
CHAT: May 26 16:43:01 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "152.36.193.196:60140", id = 16} said "sio" to all
CHAT: May 26 16:43:01 {name  = "Feniks_05", ucid = "8eabc4ea37397fafc0c32c68e8b10364", ip = "79.25.246.225:65490", id = 17} said "sio" to all
CHAT: May 26 16:43:01 {name  = "", ucid = "b38bd9aa9999edc5c80bfb4d9f9c9fdc", ip = "5.165.41.118:50112", id = 18} said "sio" to all
CHAT: May 26 16:43:01 {name  = "india 1-1", ucid = "a4ca815fd2bfa2933a955f5002bc27ba", ip = "150.242.172.96:31477", id = 19} said "sio" to all
CHAT: May 26 16:43:01 {name  = "Struger", ucid = "ee180fcf62694aee2422d4c2541f901b", ip = "83.25.174.173:51417", id = 20} said "sio" to all
CHAT: May 26 16:43:01 {name  = "bonuskaart", ucid = "25bb30882f02946ee0fbdcc62e4912a4", ip = "83.86.11.209:55493", id = 21} said "sio" to all
CHAT: May 26 16:43:01 {name  = "Cheeta 1-1 | Azzy", ucid = "78105aa0a3746aca9f8f7d01bb978b7f", ip = "37.98.230.131:45089", id = 22} said "sio" to all
CHAT: May 26 16:43:01 {name  = "505 | {527th} Wender", ucid = "6513f6874502e950c7594e51f5bafadf", ip = "95.250.172.132:59556", id = 23} said "sio" to all
CHAT: May 26 16:43:04 {name  = "Struger", ucid = "ee180fcf62694aee2422d4c2541f901b", ip = "83.25.174.173:51417", id = 20} said "-motd" to all (output suppressed by Slmod)
CHAT: May 26 16:43:10 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "91.219.215.105:50344", id = 10} said "roger doger" to all
CHAT: May 26 16:47:01 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "-admin alert check F10 and DONT TAKE THE RUNWAY untill it is CLEAR" to all (output suppressed by Slmod)
CHAT: May 26 16:47:02 {name  = "kitar", ucid = "be1b51b384316eaf0039d2f3d47e7cde", ip = "91.60.65.156:58432", id = 2} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "McDave", ucid = "55ab2f22077de3667ca555cbb8ad1fb2", ip = "46.128.33.28:51997", id = 3} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "Zero_A6M2", ucid = "9283a5bec5cc8bd514d8bbca6ea17e1d", ip = "95.223.77.18:65278", id = 4} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "Akiro", ucid = "c6ffe5b6e68d45b99d673f7b227289e7", ip = "5.136.238.227:50701", id = 6} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "Unlucky", ucid = "35d371111b2d1bf7454299469bb88562", ip = "81.223.10.162:52270", id = 7} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "Bob_SaintClar", ucid = "7f0350b6cf0a5b172ab2015268106ce1", ip = "90.90.177.236:52624", id = 8} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "[FD] Regio", ucid = "d7f351f5ed08c79fffeb19d5cba11044", ip = "151.61.59.221:52789", id = 9} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "91.219.215.105:50344", id = 10} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "Ripper 1-1 | Silent253", ucid = "9f354f98dc569dc16fe29ca25c2be620", ip = "80.208.215.134:56972", id = 11} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "232| {527th} Mucho", ucid = "b88d5f91116e6da66c6167da64b2136d", ip = "93.45.91.181:10165", id = 12} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "Deee", ucid = "345c1873e28a5b8d9ef0ffb39ce0886f", ip = "81.141.21.51:52278", id = 13} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "VIPER 1-1", ucid = "6cf50457b8ca83d90628a295a1d4e55b", ip = "2.15.200.40:49975", id = 14} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "NejmteX", ucid = "4d089800d5dcc8f4d177d28d90cadcb6", ip = "89.103.194.105:60237", id = 15} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "152.36.193.196:60140", id = 16} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "Feniks_05", ucid = "8eabc4ea37397fafc0c32c68e8b10364", ip = "79.25.246.225:65490", id = 17} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "", ucid = "b38bd9aa9999edc5c80bfb4d9f9c9fdc", ip = "5.165.41.118:50112", id = 18} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "india 1-1", ucid = "a4ca815fd2bfa2933a955f5002bc27ba", ip = "150.242.172.96:31477", id = 19} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "Struger", ucid = "ee180fcf62694aee2422d4c2541f901b", ip = "83.25.174.173:51417", id = 20} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "bonuskaart", ucid = "25bb30882f02946ee0fbdcc62e4912a4", ip = "83.86.11.209:55493", id = 21} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "Cheeta 1-1 | Azzy", ucid = "78105aa0a3746aca9f8f7d01bb978b7f", ip = "37.98.230.131:45089", id = 22} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "505 | {527th} Wender", ucid = "6513f6874502e950c7594e51f5bafadf", ip = "95.250.172.132:59556", id = 23} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "Johnny [BoS]", ucid = "6eb9a4b8d4f8b827e7b029b7319687a1", ip = "37.201.224.88:7650", id = 24} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "remilamoula", ucid = "82105bfc0b695cb1736a3b2adebf5791", ip = "90.125.104.222:64275", id = 25} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:02 {name  = "Sxlvation", ucid = "db842ca6170962f2cd0ae6b63ab7eafe", ip = "109.17.41.139:47891", id = 26} said "Admin Alert Message From: [115AGR✡]Calgon" to all
CHAT: May 26 16:47:04 {name  = "kitar", ucid = "be1b51b384316eaf0039d2f3d47e7cde", ip = "91.60.65.156:58432", id = 2} said "check F10 and DONT TAKE THE RUNWAY untill it is CLEAR" to all
CHAT: May 26 16:47:04 {name  = "McDave", ucid = "55ab2f22077de3667ca555cbb8ad1fb2", ip = "46.128.33.28:51997", id = 3} said "check F10 and DONT TAKE THE RUNWAY untill it is CLEAR" to all
CHAT: May 26 16:47:04 {name  = "Zero_A6M2", ucid = "9283a5bec5cc8bd514d8bbca6ea17e1d", ip = "95.223.77.18:65278", id = 4} said "check F10 and DONT TAKE THE RUNWAY untill it is CLEAR" to all
CHAT: May 26 16:47:04 {name  = "|269| Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "81.96.196.100:54796", id = 5} said "check F10 and DONT TAKE THE RUNWAY untill it is CLEAR" to all
CHAT: May 26 16:47:04 {name  = "Akiro", ucid = "c6ffe5b6e68d45b99d673f7b227289e7", ip = "5.136.238.227:50701", id = 6} said "check F10 and DONT TAKE THE RUNWAY untill it is CLEAR" to all
CHAT: May 26 16:47:04 {name  = "Unlucky", ucid = "35d371111b2d1bf7454299469bb88562", ip = "81.223.10.162:52270", id = 7} said "check F10 and DONT TAKE THE RUNWAY untill it is CLEAR" to all
CHAT: May 26 16:47:04 {name  = "Bob_SaintClar", ucid = "7f0350b6cf0a5b172ab2015268106ce1", ip = "90.90.177.236:52624", id = 8} said "check F10 and DONT TAKE THE RUNWAY untill it is CLEAR" to all
CHAT: May 26 16:47:04 {name  = "[FD] Regio", ucid = "d7f351f5ed08c79fffeb19d5cba11044", ip = "151.61.59.221:52789", id = 9} said "check F10 and DONT TAKE THE RUNWAY untill it is CLEAR" to all
CHAT: May 26 16:47:04 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "91.219.215.105:50344", id = 10} said "check F10 and DONT TAKE THE RUNWAY untill it is CLEAR" to all
CHAT: May 26 16:47:04 {name  = "Ripper 1-1 | Silent253", ucid = "9f354f98dc569dc16fe29ca25c2be620", ip = "80.208.215.134:56972", id = 11} said "check F10 and DONT TAKE THE RUNWAY untill it is CLEAR" to all
CHAT: May 26 16:47:04 {name  = "232| {527th} Mucho", ucid = "b88d5f91116e6da66c6167da64b2136d", ip = "93.45.91.181:10165", id = 12} said "check F10 and DONT TAKE THE RUNWAY untill it is CLEAR" to all
CHAT: May 26 16:47:04 {name  = "Deee", ucid = "345c1873e28a5b8d9ef0ffb39ce0886f", ip = "81.141.21.51:52278", id = 13} said "check F10 and DONT TAKE THE RUNWAY untill it is CLEAR" to all
CHAT: May 26 16:47:04 {name  = "VIPER 1-1", ucid = "6cf50457b8ca83d90628a295a1d4e55b", ip = "2.15.200.40:49975", id = 14} said "check F10 and DONT TAKE THE RUNWAY untill it is CLEAR" to all
CHAT: May 26 16:47:04 {name  = "NejmteX", ucid = "4d089800d5dcc8f4d177d28d90cadcb6", ip = "89.103.194.105:60237", id = 15} said "check F10 and DONT TAKE THE RUNWAY untill it is CLEAR" to all
