=== Log opened UTC 2021-12-11 11:23:52
2021-12-11 11:23:52.747 INFO    APP: Command line: "C:\Program Files\Eagle Dynamics\DCS World Server 1\bin\DCS.exe"  --norender --server -w StableServer1
2021-12-11 11:23:52.747 INFO    APP: DCS/2.7.7.15038 (x86_64; Windows NT 10.0.17763)
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/Chrysler_A57_Multibank_EngineAccStart.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/Chrysler_A57_Multibank_EngineIdle.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/Chrysler_A57_Multibank_EngineMax.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/D12A-525_EngineAccEnd.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/D12A-525_EngineAccStart.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/D12A-525_EngineIdle.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/D12A-525_EngineMax.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/D12A-525_EngineShutOff.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/Leyland_L60_Engine.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/Leyland_L60_EngineAccEnd.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/Leyland_L60_EngineAccStart.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/Leyland_L60_EngineMax.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/Maybach_HL_120TRM_EngineAccEnd.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/Maybach_HL_120TRM_EngineAccStart.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/Maybach_HL_120TRM_EngineIdle.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/Maybach_HL_120TRM_EngineMax.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/TankMoveFast_HT.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/TankMoveSlow_HT.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/V6_EngineAccEnd.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/V6_EngineAccStart.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/V6_EngineIdle.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/V6_EngineMax.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/VAB_EngineAccEnd.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/VAB_EngineAccStart.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/VAB_EngineIdle.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/VAB_EngineMax.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/White_160AX_EngineAccEnd.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/White_160AX_EngineAccStart.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/White_160AX_EngineIdle.sdef
2021-12-11 11:24:01.854 ERROR   SOUND: can't open proto file "/sounds/2/sdef/gndtech/defaultvehicle.sdef"
2021-12-11 11:24:01.854 ERROR   SOUND: failed to load sdef GndTech/DefaultVehicle referenced in /sounds/2/sdef.tar:GndTech/White_160AX_EngineMax.sdef
2021-12-11 11:24:01.855 ERROR   SOUND: can't open proto file "/sounds/2/sdef/weapons/cannon/cannon.sdef"
2021-12-11 11:24:01.855 ERROR   SOUND: failed to load sdef Weapons/Cannon/Cannon referenced in /sounds/2/sdef.tar:Weapons/Cannon/75mmGun.sdef
2021-12-11 11:24:01.855 ERROR   SOUND: can't open proto file "/sounds/2/sdef/weapons/cannon/cannonhall.sdef"
2021-12-11 11:24:01.855 ERROR   SOUND: failed to load sdef Weapons/Cannon/CannonHall referenced in /sounds/2/sdef.tar:Weapons/Cannon/75mmGun_hall.sdef
2021-12-11 11:24:01.855 ERROR   SOUND: can't open proto file "/sounds/2/sdef/weapons/cannon/cannon.sdef"
2021-12-11 11:24:01.855 ERROR   SOUND: failed to load sdef Weapons/Cannon/Cannon referenced in /sounds/2/sdef.tar:Weapons/Cannon/76mmGun.sdef
2021-12-11 11:24:01.855 ERROR   SOUND: can't open proto file "/sounds/2/sdef/weapons/cannon/cannonhall.sdef"
2021-12-11 11:24:01.855 ERROR   SOUND: failed to load sdef Weapons/Cannon/CannonHall referenced in /sounds/2/sdef.tar:Weapons/Cannon/76mmGun_hall.sdef
2021-12-11 11:24:01.855 ERROR   SOUND: can't open proto file "/sounds/2/sdef/weapons/cannon/cannon.sdef"
2021-12-11 11:24:01.855 ERROR   SOUND: failed to load sdef Weapons/Cannon/Cannon referenced in /sounds/2/sdef.tar:Weapons/Cannon/88mmGun.sdef
2021-12-11 11:24:01.855 ERROR   SOUND: can't open proto file "/sounds/2/sdef/weapons/cannon/cannonhall.sdef"
2021-12-11 11:24:01.855 ERROR   SOUND: failed to load sdef Weapons/Cannon/CannonHall referenced in /sounds/2/sdef.tar:Weapons/Cannon/88mmGun_hall.sdef
2021-12-11 11:24:01.855 ERROR   SOUND: can't open proto file "/sounds/2/sdef/weapons/cannon/cannondistant.sdef"
2021-12-11 11:24:01.855 ERROR   SOUND: failed to load sdef Weapons/Cannon/CannonDistant referenced in /sounds/2/sdef.tar:Weapons/Cannon/CannonDistant_76mm.sdef
2021-12-11 11:24:01.924 INFO    SOUND: Added sound path: ./CoreMods/tech/USS John C Stennis/Sounds
2021-12-11 11:24:01.926 INFO    SOUND: Added sound path: ./CoreMods/tech/USS_Nimitz/Sounds
2021-12-11 11:24:02.098 INFO    SOUND: Added sound path: ./CoreMods/aircraft/AJS37/Sounds
2021-12-11 11:24:02.109 INFO    SOUND: Added sound path: ./CoreMods/aircraft/AV8BNA/Sounds
2021-12-11 11:24:02.112 WARNING EDCORE: Source ./CoreMods/aircraft/AV8BNA/Shapes is already mounted to the same mount /models/.
2021-12-11 11:24:02.138 INFO    SOUND: Added sound path: ./CoreMods/aircraft/C-101/Sounds
2021-12-11 11:24:02.152 INFO    SOUND: Added sound path: ./CoreMods/aircraft/ChinaAssetPack/Sounds
2021-12-11 11:24:02.180 INFO    SOUND: Added sound path: ./CoreMods/aircraft/Christen Eagle II/Sounds
2021-12-11 11:24:02.206 INFO    SOUND: Added sound path: ./CoreMods/aircraft/F14/Sounds
2021-12-11 11:24:02.222 INFO    SOUND: Added sound path: ./CoreMods/aircraft/I-16/Sounds
2021-12-11 11:24:02.235 INFO    SOUND: Added sound path: ./CoreMods/aircraft/M-2000C/Sounds
2021-12-11 11:24:02.253 INFO    SOUND: Added sound path: ./CoreMods/aircraft/MiG-21bis/Sounds
2021-12-11 11:24:02.259 INFO    SOUND: Added sound path: ./CoreMods/aircraft/SA342/Sounds
2021-12-11 11:24:02.282 ERROR   EDCORE: Drivers errors while mounting mods/tech/wwii units/sounds:
2021-12-11 11:24:02.282 ERROR   EDCORE: 	EDCDriver: can't open header file mods/tech/wwii units/sounds.edc//header.edch
2021-12-11 11:24:02.338 ERROR   EDCORE: Drivers errors while mounting mods/terrains/marianaislands/sounds:
2021-12-11 11:24:02.338 ERROR   EDCORE: 	EDCDriver: can't open header file mods/terrains/marianaislands/sounds.edc//header.edch
2021-12-11 11:24:02.340 ERROR   EDCORE: Drivers errors while mounting mods/terrains/nevada/sounds:
2021-12-11 11:24:02.340 ERROR   EDCORE: 	EDCDriver: can't open header file mods/terrains/nevada/sounds.edc//header.edch
2021-12-11 11:24:02.341 ERROR   EDCORE: Drivers errors while mounting mods/terrains/normandy/sounds:
2021-12-11 11:24:02.341 ERROR   EDCORE: 	EDCDriver: can't open header file mods/terrains/normandy/sounds.edc//header.edch
2021-12-11 11:24:02.343 ERROR   EDCORE: Drivers errors while mounting mods/terrains/persiangulf/sounds:
2021-12-11 11:24:02.343 ERROR   EDCORE: 	EDCDriver: can't open header file mods/terrains/persiangulf/sounds.edc//header.edch
2021-12-11 11:24:02.345 ERROR   EDCORE: Drivers errors while mounting mods/terrains/thechannel/sounds:
2021-12-11 11:24:02.345 ERROR   EDCORE: 	EDCDriver: can't open header file mods/terrains/thechannel/sounds.edc//header.edch
2021-12-11 11:24:02.361 INFO    Scripting: PLUGINS DONE--------------------------------------------------
2021-12-11 11:24:06.661 INFO    EDCORE: Loaded C:/Program Files/Eagle Dynamics/DCS World Server 1/CoreMods/aircraft/AV8BNA/bin/AV8B_AI.dll
2021-12-11 11:24:06.665 INFO    EDCORE: Loaded C:/Program Files/Eagle Dynamics/DCS World Server 1/CoreMods/aircraft/C-101/bin/C101Core.dll
2021-12-11 11:24:06.669 INFO    EDCORE: Loaded C:/Program Files/Eagle Dynamics/DCS World Server 1/CoreMods/aircraft/ChinaAssetPack/bin/CAP_AI.dll
2021-12-11 11:24:06.672 INFO    EDCORE: Loaded C:/Program Files/Eagle Dynamics/DCS World Server 1/CoreMods/aircraft/ChinaAssetPack/bin/JF-17_AI.dll
2021-12-11 11:24:06.675 INFO    CE2_AI: Loading CE AI
2021-12-11 11:24:06.675 INFO    EDCORE: Loaded C:/Program Files/Eagle Dynamics/DCS World Server 1/CoreMods/aircraft/Christen Eagle II/bin/CE2_AI.dll
2021-12-11 11:24:06.679 INFO    EDCORE: Loaded C:/Program Files/Eagle Dynamics/DCS World Server 1/CoreMods/aircraft/F14/bin/F14-AI.dll
2021-12-11 11:24:06.684 INFO    MiG21_AI: Loading Mig21 AI
2021-12-11 11:24:06.684 INFO    EDCORE: Loaded C:/Program Files/Eagle Dynamics/DCS World Server 1/CoreMods/aircraft/MiG-21bis/bin/MiG21_AI.dll
2021-12-11 11:24:06.690 INFO    EDCORE: Loaded C:/Program Files/Eagle Dynamics/DCS World Server 1/CoreMods/services/CaptoGlove/bin/edCaptoGlove.dll
2021-12-11 11:24:06.695 INFO    EDCORE: Loaded C:/Program Files/Eagle Dynamics/DCS World Server 1/CoreMods/services/LeapMotion/bin/edLeapMotion.dll
2021-12-11 11:24:06.702 INFO    EDCORE: Loaded C:/Program Files/Eagle Dynamics/DCS World Server 1/CoreMods/services/SensoryxVRFree/bin/edSensoryxVRFree.dll
2021-12-11 11:24:06.707 INFO    EDCORE: Loaded C:/Program Files/Eagle Dynamics/DCS World Server 1/CoreMods/services/VoiceChat/bin/VoiceChat.dll
2021-12-11 11:24:06.714 INFO    EDCORE: Loaded C:/Program Files/Eagle Dynamics/DCS World Server 1/CoreMods/services/jsAvionics/bin/jsAvionics.dll
2021-12-11 11:24:07.371 INFO    EDCORE: Loaded C:/Program Files/Eagle Dynamics/DCS World Server 1/Mods/tech/Supercarrier/bin/edSupercarrier.dll
2021-12-11 11:24:07.408 INFO    EDCORE: Loaded C:/Users/Administrator/Saved Games/StableServer1/Mods/services/LotAtc/bin/Qt5Corelotatc.dll
2021-12-11 11:24:07.426 INFO    EDCORE: Loaded C:/Users/Administrator/Saved Games/StableServer1/Mods/services/LotAtc/bin/Qt5Sqllotatc.dll
2021-12-11 11:24:07.451 INFO    EDCORE: Loaded C:/Users/Administrator/Saved Games/StableServer1/Mods/services/LotAtc/bin/Qt5Networklotatc.dll
2021-12-11 11:24:07.480 INFO    EDCORE: Loaded C:/Users/Administrator/Saved Games/StableServer1/Mods/services/LotAtc/bin/lotatc.dll
2021-12-11 11:24:07.564 INFO    APP: options.graphics =
{
	['messagesFontScale'] = 1;
	['LensEffects'] = 3;
	['heatBlr'] = 0;
	['anisotropy'] = 4;
	['water'] = 2;
	['scaleGui'] = 1;
	['outputGamma'] = 2.2;
	['treesVisibility'] = 6000;
	['aspect'] = 1.6666666666;
	['lights'] = 2;
	['shadows'] = 2;
	['MSAA'] = 2;
	['SSAA'] = 0;
	['civTraffic'] = '';
	['clutterMaxDistance'] = 0;
	['cockpitGI'] = 1;
	['terrainTextures'] = 'min';
	['multiMonitorSetup'] = '1camera';
	['shadowTree'] = false;
	['chimneySmokeDensity'] = 4;
	['fullScreen'] = false;
	['disableAero'] = false;
	['DOF'] = 0;
	['clouds'] = 1;
	['flatTerrainShadows'] = 0;
	['forestDistanceFactor'] = 0.5;
	['SSLR'] = 0;
	['effects'] = 3;
	['width'] = 0;
	['visibRange'] = 'High';
	['sync'] = false;
	['useDeferredShading'] = 1;
	['textures'] = 0;
	['preloadRadius'] = 150000;
	['height'] = 0;
	['terrainMapMFD'] = 
	{
		['distance'] = 
		{
			['mapLodDistance3'] = 200000;
			['mapLodDistance2'] = 100000;
			['mapLodDistance0'] = 25000;
			['mapLodDistance1'] = 50000;
		};
	};
};
2021-12-11 11:24:07.574 INFO    GRAPHICSVISTA: renderer: 'rendererStub.dll'
2021-12-11 11:24:07.610 INFO    VISUALIZER: SceneManagerStub initialization
2021-12-11 11:24:07.760 WARNING RENDERERSTUB: Static mode not implemented yet for structured buffer
2021-12-11 11:24:07.822 WARNING LOG: 7 duplicate message(s) skipped.
2021-12-11 11:24:07.822 INFO    INPUT: Device [Keyboard] created.
2021-12-11 11:24:07.847 INFO    INPUT: Device [Mouse] created.
2021-12-11 11:24:07.869 ERROR   EDOBJECTS: Destruction shape not found AVIASHTAB_CRASH
2021-12-11 11:24:07.869 ERROR   EDOBJECTS: Destruction shape not found GAZ-66_P_1
2021-12-11 11:24:07.869 ERROR   EDOBJECTS: Destruction shape not found KAMAZ-FIRE_P_1
2021-12-11 11:24:07.873 ERROR   EDOBJECTS: Object AV8BNA_AERO1D_EMPTY with id=299 already declared in table ContainerTable
2021-12-11 11:24:07.873 ERROR   EDOBJECTS: Object M2KC_02_RPL541_EMPTY with id=603 already declared in table ContainerTable
2021-12-11 11:24:07.873 ERROR   EDOBJECTS: Object M2KC_08_RPL541_EMPTY with id=604 already declared in table ContainerTable
2021-12-11 11:24:07.873 ERROR   EDOBJECTS: Object M2KC_RPL_522_EMPTY with id=605 already declared in table ContainerTable
2021-12-11 11:24:07.874 ERROR   EDOBJECTS: Object HB_F14_EXT_PHX_ALU with id=320 already declared in table MissileTable
2021-12-11 11:24:07.874 ERROR   EDOBJECTS: Object X-59M with id=54 already declared in table MissileTable
2021-12-11 11:24:08.044 ERROR   WEAPONSBASE: invalid cx data <weapons.missiles.MBDA_Mistral><./CoreMods/aircraft/SA342/SA342_Weapons.lua>
2021-12-11 11:24:14.072 WARNING LOG: 1 duplicate message(s) skipped.
2021-12-11 11:24:14.072 INFO    NET: No UPNP devices found.
2021-12-11 11:24:14.072 INFO    NET: Registering HTTP control interface as 104.243.33.190:8092 (port is assumed to be open)
2021-12-11 11:24:14.074 INFO    EDCORE: (dDispatcher)enterToState_:1
2021-12-11 11:24:18.780 INFO    LuaNET: [jester::hook] Loading jester from C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/
2021-12-11 11:24:18.781 INFO    LuaNET: [jester] init
2021-12-11 11:24:18.785 INFO    LuaNET: [jester::abs] early init - DCS environment
2021-12-11 11:24:18.789 INFO    LuaNET: [jester::main      ] *** init
2021-12-11 11:24:18.791 INFO    LuaNET: [jester::config    ] *** init
2021-12-11 11:24:18.791 INFO    LuaNET: [jester::config    ] load config at C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_config_defaults.lua
2021-12-11 11:24:18.793 INFO    LuaNET: [jester::config    ] load config at C:\Users\Administrator\Saved Games\StableServer1\../Jester_scripts/jester_config_local.lua
2021-12-11 11:24:18.794 INFO    LuaNET: [jester::config    ] no config file found at C:\Users\Administrator\Saved Games\StableServer1\./Jester/config.lua, skipping
2021-12-11 11:24:18.796 INFO    LuaNET: [jester::state     ] *** init
2021-12-11 11:24:18.801 INFO    LuaNET: [jester::state     ] recovered state
2021-12-11 11:24:18.802 INFO    LuaNET: [jester::state     ] loaded UUID 8d7a0272-c2b7-4d13-9e4b-86dbbff1f954
2021-12-11 11:24:18.802 INFO    LuaNET: [jester::state     ] saving state
2021-12-11 11:24:18.804 INFO    LuaNET: [jester::hooks     ] *** init
2021-12-11 11:24:18.806 INFO    LuaNET: [jester::cb        ] *** init
2021-12-11 11:24:18.808 INFO    LuaNET: [jester::env_utils ] *** init
2021-12-11 11:24:18.812 INFO    LuaNET: [jester::net       ] *** init
2021-12-11 11:24:18.814 INFO    LuaNET: [jester::cmdnet    ] *** init
2021-12-11 11:24:18.816 INFO    LuaNET: [jester::cmdchat   ] *** init
2021-12-11 11:24:18.816 INFO    LuaNET: [jester::cmdchat   ] registered mod command $ping
2021-12-11 11:24:18.816 INFO    LuaNET: [jester::cmdchat   ] registered pleb command $admins
2021-12-11 11:24:18.816 INFO    LuaNET: [jester::cmdchat   ] registered mod command $alert
2021-12-11 11:24:18.816 INFO    LuaNET: [jester::cmdchat   ] registered mod command $y
2021-12-11 11:24:18.816 INFO    LuaNET: [jester::cmdchat   ] registered mod command $n
2021-12-11 11:24:18.816 INFO    LuaNET: [jester::cmdchat   ] registered mod command $pause
2021-12-11 11:24:18.816 INFO    LuaNET: [jester::cmdchat   ] registered mod command $unpause
2021-12-11 11:24:18.816 INFO    LuaNET: [jester::cmdchat   ] registered admin command $nuke
2021-12-11 11:24:18.816 INFO    LuaNET: [jester::cmdchat   ] registered admin command $jreload
2021-12-11 11:24:18.816 INFO    LuaNET: [jester::cmdchat   ] registered pleb command $help
2021-12-11 11:24:18.818 INFO    LuaNET: [jester::telemetry ] *** init
2021-12-11 11:24:18.820 INFO    LuaNET: [jester::moderation] *** init
2021-12-11 11:24:18.820 INFO    LuaNET: [jester::cmdchat   ] registered mod command $ban
2021-12-11 11:24:18.820 INFO    LuaNET: [jester::cmdchat   ] registered mod command $ban1m
2021-12-11 11:24:18.820 INFO    LuaNET: [jester::cmdchat   ] registered mod command $ban10m
2021-12-11 11:24:18.820 INFO    LuaNET: [jester::cmdchat   ] registered mod command $ban1h
2021-12-11 11:24:18.820 INFO    LuaNET: [jester::cmdchat   ] registered mod command $ban1d
2021-12-11 11:24:18.820 INFO    LuaNET: [jester::cmdchat   ] registered mod command $ban1w
2021-12-11 11:24:18.820 INFO    LuaNET: [jester::cmdchat   ] registered mod command $ban31d
2021-12-11 11:24:18.820 INFO    LuaNET: [jester::cmdchat   ] registered mod command $kick
2021-12-11 11:24:18.820 INFO    LuaNET: [jester::cmdchat   ] registered mod command $deslot
2021-12-11 11:24:18.822 INFO    LuaNET: [jester::server_player_name] *** init
2021-12-11 11:24:18.824 INFO    LuaNET: [jester::rotation  ] *** init
2021-12-11 11:24:18.824 INFO    LuaNET: [jester::cmdchat   ] registered mod command $end
2021-12-11 11:24:18.824 INFO    LuaNET: [jester::cmdchat   ] registered mod command $endnow
2021-12-11 11:24:18.825 INFO    LuaNET: [jester::motd      ] *** init
2021-12-11 11:24:18.825 INFO    LuaNET: [jester::cmdchat   ] registered pleb command $motd
2021-12-11 11:24:18.827 INFO    LuaNET: [jester::events    ] *** init
2021-12-11 11:24:18.827 INFO    LuaNET: [jester::cmdchat   ] registered admin command $evdump
2021-12-11 11:24:18.827 INFO    LuaNET: [jester::cmdchat   ] registered admin command $evdumpa
2021-12-11 11:24:18.828 INFO    LuaNET: [jester::filter_events] *** init
2021-12-11 11:24:18.830 INFO    LuaNET: [jester::reject_bad_names] *** init
2021-12-11 11:24:18.831 INFO    LuaNET: [jester::pvp       ] *** init
2021-12-11 11:24:18.841 INFO    LuaNET: Loaded - DCS-SRS-AutoConnect 1.7.7.0
2021-12-11 11:24:18.843 INFO    LuaNET: [LOTATC] GameGUI loading...
2021-12-11 11:24:18.848 INFO    LuaNET: [LOTATC] LotAtc Mod found, load it
2021-12-11 11:24:18.852 INFO    LuaNET: [LOTATC] [1/5] LotAtc core loading...
